#-----output data for hist gram of Range and Energy-----
#Range(補正無)   Ave:2.55282 Min:0.945848 Max:13.3616
#Energy(補正無)   Ave:3.8528 Min:2.06822 Max:12.0861
#Range(補正有)   Ave:3.87639 Min:1.44971 Max:20.0528
#Energy(補正有)   Ave:5.0931 Min:2.74939 Max:15.8428
#class value [cm/MeV]__Count(Range)__sigma(R)__Count(Energy)__sigma(E)__Count(Range)__sigma(R)__Count(Energy)__sigma(E)
0.25 0 0 0 0 0 0 0 0
0.75 1 1 0 0 0 0 0 0
1.25 8 2.82843 0 0 1 1 0 0
1.75 10 3.16228 0 0 5 2.23607 0 0
2.25 6 2.44949 6 2.44949 9 3 0 0
2.75 5 2.23607 9 3 4 2 1 1
3.25 2 1.41421 5 2.23607 6 2.44949 6 2.44949
3.75 5 2.23607 5 2.23607 0 0 8 2.82843
4.25 2 1.41421 5 2.23607 4 2 4 2
4.75 0 0 2 1.41421 2 1.41421 6 2.44949
5.25 0 0 6 2.44949 2 1.41421 0 0
5.75 0 0 1 1 4 2 5 2.23607
6.25 0 0 0 0 1 1 2 1.41421
6.75 0 0 0 0 1 1 4 2
7.25 0 0 0 0 0 0 2 1.41421
7.75 0 0 0 0 0 0 1 1
8.25 0 0 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0
9.25 0 0 0 0 0 0 0 0
9.75 0 0 0 0 0 0 0 0
10.25 0 0 0 0 0 0 0 0
10.75 0 0 0 0 0 0 0 0
11.25 0 0 0 0 0 0 0 0
11.75 0 0 0 0 0 0 0 0
12.25 0 0 1 1 0 0 0 0
12.75 0 0 0 0 0 0 0 0
13.25 1 1 0 0 0 0 0 0
13.75 0 0 0 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0
