#-----output calculated range and energy-----
#Range   Ave:2.55282 Min:0.945848 Max:13.3616
#Energy   Ave:3.8528 Min:2.06822 Max:12.0861
#data number__Temperature[K]__Range(補正無)[cm]__Energy(補正無)[MeV]__Range(補正有)[cm]__Energy(補正有)[MeV]
1 3.92487 5.34071 0.0679492 0.357414
2 1.15837 2.36744 0.0200541 0.158435
3 13.3616 12.0861 0.231322 0.808834
4 2.68151 4.14287 0.0277453 0.196717
5 1.50303 2.8164 0.0155517 0.133732
6 2.98266 4.44752 0.0308612 0.211182
7 0.945848 2.06822 0.00978659 0.0982056
8 1.21689 2.44653 0.0125911 0.116169
9 1.57575 2.90652 0.0163041 0.138011
10 1.33054 2.59657 0.0137669 0.123294
11 1.21384 2.44244 0.0125595 0.115975
12 1.68246 3.03631 0.0174083 0.144174
13 4.0347 5.43988 0.0417466 0.258303
14 2.19 3.61974 0.0226597 0.171877
15 3.82101 5.24607 0.0395356 0.2491
16 3.69111 5.12649 0.0381916 0.243422
17 1.14402 2.34785 0.0118371 0.111484
18 1.44171 2.73927 0.0149172 0.130069
19 1.39874 2.68456 0.0144726 0.127471
20 1.54399 2.86733 0.0159755 0.13615
21 1.20638 2.43242 0.0124823 0.115499
22 3.22013 4.68056 0.0333184 0.222248
23 2.15446 3.58047 0.0222919 0.170012
24 4.28521 5.66278 0.0443386 0.268887
25 1.51984 2.83736 0.0157256 0.134727
26 1.62552 2.9674 0.0191679 0.153732
27 3.64 5.07905 0.0429225 0.263131
28 2.93792 4.40293 0.0346437 0.228103
29 2.79573 4.2597 0.032967 0.220683
30 1.91385 3.30867 0.0225679 0.171413
31 1.74079 3.10608 0.0205272 0.160917
32 2.0024 3.40996 0.0236121 0.17666
33 1.63053 2.9735 0.0192271 0.154049
34 3.3585 4.8137 0.0396032 0.249384
35 1.83731 3.21986 0.0360561 0.234262
36 2.96105 4.42601 0.0743783 0.379617
37 2.30474 3.7451 0.0578927 0.321216
38 3.68602 5.12178 0.0925889 0.439293
39 2.2476 3.68294 0.0564572 0.315884
40 2.20207 3.63303 0.0227846 0.172508
